ID,N_VICTIMAS,FECHA,AÑO,MES,DIA,HORA,HORA_ENTERA,TIPO_DE_CALLE,CALLE,COMUNA,COORDINADA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO,ROL,SEXO,EDAD
2018-0052,1,2018/05/18,2018,5,18,20:30:00,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",15,Point (96798.08806617 104278.02817622),-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,78
2018-0053,1,2018/05/20,2018,5,20,02:30:00,2,CALLE,SAN LUIS,3,Point (104834.84104085 103313.26202067),-58.41059280,-34.59939180,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,43
2018-0054,1,2018/05/22,2018,5,22,11:15:00,11,CALLE,LUGONES,12,Point (98495.84519532 106440.03052817),-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,F,86
2018-0055,1,2018/05/29,2018,5,29,7:30:00,7,AVENIDA,INDEPENDENCIA AV.,3,Point (105482.77183741 101155.54165898),-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,21
2018-0056,1,2018/06/02,2018,6,2,13:00:00,13,AVENIDA,RIVADAVIA AV.,9,Point (94825.31796080 98898.07278223),-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,69
2018-0057,1,2018/06/03,2018,6,3,3:30:00,3,CALLE,COMBATE DE LOS POZOS,3,Point (106436.50690531 100845.32785530),-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,33
2018-0058,1,2018/06/03,2018,6,3,6:30:00,6,AVENIDA,CORDOBA AV.,15,Point (102567.54814228 104264.87527568),-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,26
2018-0059,1,2018/06/08,2018,6,8,6:20:00,6,AVENIDA,"GARAY, JUAN DE AV.",5,Point (104724.05358972 99878.51159963),-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,M,54
2018-0060,1,2018/06/08,2018,6,8,12:50:00,12,AVENIDA,LAVALLE,1,Point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,51
2018-0061,1,2018/06/10,2018,6,10,11:15:00,11,CALLE,ESTADOS UNIDOS,3,Point (105911.62147898 101065.51501699),-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,51
2018-0062,1,2018/06/14,2018,6,14,1:00:00,1,CALLE,ROSARIO,6,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,32
2018-0063,1,2018/06/16,2018,6,16,21:15:00,21,AVENIDA,"ALEM, LEANDRO N. AV.",1,Point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,28
2018-0064,1,2018/06/25,2018,6,25,1:15:00,1,AVENIDA,VARELA AV.,7,Point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,30
2018-0065,1,2018/06/26,2018,6,26,17:30:00,17,CALLE,"PELLEGRINI, CARLOS",1,Point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,35
2018-0066,1,2018/06/28,2018,6,28,11:00:00,11,AVENIDA,CORRIENTES AV.,15,Point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,73
2018-0067,1,2018/06/29,2018,6,29,16:15:00,16,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,Point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,F,81
2018-0068,1,2018/07/01,2018,7,1,9:00:00,9,AVENIDA,CARABOBO AV.,7,Point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,21
2018-0069,1,2018/07/04,2018,7,4,21:45:00,21,AVENIDA,CORDOBA AV.,2,Point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,M,20
2018-0070,1,2018/07/07,2018,7,7,15:45:00,15,CALLE,ESTADOS UNIDOS,3,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,33
2018-0071,1,2018/07/10,2018,7,10,17:50:00,17,AVENIDA,MORENO,1,Point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,SD
2018-0072,1,2018/07/11,2018,7,11,13:15:00,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,27
2018-0073,1,2018/07/11,2018,7,11,15:45:00,15,AVENIDA,"IRIARTE, GRAL. AV.",4,Point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,67
2018-0074,1,2018/07/14,2018,7,14,6:04:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",7,Point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,25
2018-0075,1,2018/07/15,2018,7,15,7:30:00,7,AVENIDA,DEL LIBERTADOR AV.,14,Point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,PEATON,M,23
2018-0076,1,2018/07/16,2018,7,16,9:30:00,9,CALLE,"CHAVEZ, JORGE",9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,73
2018-0077,1,2018/07/16,2018,7,16,23:15:00,23,CALLE,"URQUIZA, GRAL.",3,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,58
2018-0078,1,2018/07/21,2018,7,21,6:15:00,6,CALLE,PARAGUAY,2,Point (104647.18963470 103830.17880585),-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PEATON,M,27
2018-0079,1,2018/07/23,2018,7,23,7:15:00,7,GRAL PAZ,DE LOS CORRALES AV.,9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,SD
2018-0080,1,2018/07/25,2018,7,25,22:22:00,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,PEATON-AUTO,PEATON,AUTO,PEATON,M,26
2018-0081,1,2018/07/29,2018,7,29,6:30:00,6,AVENIDA,CASTANARES AV.,7,Point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,PEATON,M,35
2018-0082,1,2018/08/01,2018,8,1,15:53:00,15,AVENIDA,LARRAZABAL,9,Point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,F,17
2018-0083,1,2018/08/02,2018,8,2,5:20:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,SD
2018-0084,1,2018/08/03,2018,8,3,7:25:00,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",1,Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,45
2018-0085,2,2018/08/03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,F,22
2018-0085,2,2018/08/03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,30
2018-0086,1,2018/08/10,2018,8,10,21:44:00,21,AVENIDA,DIRECTORIO AV.,9,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,40
2018-0087,1,2018/08/15,2018,8,15,19:20:00,19,AVENIDA,PAVON AV.,5,Point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,75
2018-0088,1,2018/08/17,2018,8,17,16:36:00,16,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,SD
2018-0089,1,2018/08/17,2018,8,17,17:56:00,17,AVENIDA,PICHINCHA AV.,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,80
2018-0090,1,2018/08/18,2018,8,18,10:34:00,10,AVENIDA,27 DE FEBRERO AV.,8,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,27
2018-0091,1,2018/08/19,2018,8,19,18:47:00,18,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,F,23
2018-0092,1,2018/08/20,2018,8,20,08:20:00,8,AVENIDA,CORDOBA AV.,14,Point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,23
2018-0093,1,2018/08/20,2018,8,20,08:41:00,8,CALLE,15 DE NOVIEMBRE DE 1889,1,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,24
2018-0094,1,2018/08/23,2018,8,23,05:35:00,5,CALLE,"SALGUERO, JERONIMO",14,Point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,32
2018-0095,1,2018/08/26,2018,8,26,00:59:00,0,AVENIDA,LACARRA AV.,9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,F,49
2018-0096,1,2018/08/31,2018,8,31,22:20:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,8,Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,PEATON,M,39
2018-0097,1,2018/09/02,2018,9,2,10:50:00,10,AVENIDA,VARELA AV.,8,Point (102819.52927414 96448.46140692),-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,CONDUCTOR,F,35
2018-0098,2,2018/09/09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,55
2018-0098,2,2018/09/09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,M,54
2018-0099,1,2018/09/12,2018,9,12,14:25:00,14,AVENIDA,RIVADAVIA AV.,7,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,18
2018-0100,1,2018/09/20,2018,9,20,10:30:00,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",1,Point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,SD,F,33
2018-0101,1,2018/09/21,2018,9,21,00:15:00,0,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (98376.44189669 109821.71138325),-58.48098594,-34.54073130,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,M,SD
2018-0102,1,2018/09/21,2018,9,21,00:30:00,0,CALLE,FAMATINA,4,Point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,20
2018-0103,1,2018/09/27,2018,9,27,17:51:00,17,AVENIDA,CASTA?ARES AV.,7,Point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,PEATON,M,1
2018-0104,1,2018/10/01,2018,10,1,8:58:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,22
2018-0105,1,2018/10/03,2018,10,3,18:12:00,18,AVENIDA,NAZCA AV.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,56
2018-0106,1,2018/10/04,2018,10,4,22:02:00,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",13,Point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,27
2018-0107,1,2018/10/06,2018,10,6,14:20:00,14,AVENIDA,RIVADAVIA AV.,3,Point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,62
2018-0108,1,2018/10/09,2018,10,9,14:00:00,14,AVENIDA,DE LOS ITALIANOS AV.,1,Point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,37
2018-0109,1,2018/10/10,2018,10,10,22:12:00,22,AVENIDA,TUCUMAN,1,Point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,34
2018-0110,1,2018/10/13,2018,10,13,03:05:00,3,AVENIDA,CORRIENTES AV.,15,Point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,PEATON,M,60
2018-0111,1,2018/10/19,2018,10,19,12:13:00,12,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,28
2018-0112,1,2018/10/24,2018,10,24,09:18:00,9,CALLE,MU?ECAS,15,Point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,F,28
2018-0113,1,2018/10/25,2018,10,25,11:00:00,11,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",11,Point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,20
2018-0114,1,2018/10/30,2018,10,30,02:15:00,2,AVENIDA,SOLIS,1,Point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,23
2018-0115,1,2018/10/31,2018,10,31,12:30:00,12,CALLE,"BOSCH, VENTURA",9,Point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,42
2018-0116,1,2018/11/01,2018,11,1,10:50:00,10,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,48
2018-0117,1,2018/11/04,2018,11,4,8:15:00,8,AVENIDA,"PERON, EVA AV.",9,Point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,30
2018-0118,1,2018/11/05,2018,11,5,14:49:00,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",3,Point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,PEATON,F,80
2018-0119,1,2018/11/05,2018,11,5,22:35:00,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,Point (102489.86457298 96266.15892101),-58.43613623,-34.66292532,PEATON-SD,PEATON,SD,PEATON,F,32
2018-0120,1,2018/11/09,2018,11,9,13:34:00,13,AVENIDA,MONROE,12,Point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,PEATON,F,51
2018-0121,1,2018/11/09,2018,11,9,16:32:00,16,AVENIDA,RIVADAVIA AV.,10,Point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,72
2018-0122,1,2018/11/12,2018,11,12,01:00:00,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,Point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,33
2018-0123,1,2018/11/12,2018,11,12,03:32:00,3,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,AUTO-SD,AUTO,SD,CONDUCTOR,M,25
2018-0124,1,2018/11/15,2018,11,15,19:40:00,19,AUTOPISTA,AUTOPISTA PERITO MORENO,9,Point (94668.77734942 99160.32825286),-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,M,44
2018-0125,1,2018/11/16,2018,11,16,21:12:00,21,AVENIDA,SAENZ AV.,4,Point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,29
2018-0126,1,2018/11/18,2018,11,18,12:11:00,12,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,27
2018-0127,1,2018/11/19,2018,11,19,09:14:00,9,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,M,29
2018-0128,2,2018/11/25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,49
2018-0128,2,2018/11/25,2018,11,25,04:30:00,4,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,F,39
2018-0129,1,2018/11/28,2018,11,28,04:01:00,4,AVENIDA,"NEWBERY, JORGE AV.",15,Point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,37
2018-0130,1,2018/12/03,2018,12,3,03:00:00,3,AVENIDA,GAONA AV.,10,Point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,SD
2018-0131,1,2018/12/07,2018,12,7,19:10:00,19,AVENIDA,"MADERO, EDUARDO AV.",1,Point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,29
2018-0132,1,2018/12/12,2018,12,12,08:26:00,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,2,Point (106275.90279188 106304.98623165),-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,PEATON,M,70
2018-0133,1,2018/12/12,2018,12,12,14:07:00,14,AVENIDA,NAZCA AV.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,PEATON,F,60
2018-0134,1,2018/12/12,2018,12,12,21:00:00,21,AVENIDA,LA PLATA AV.,7,Point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,PEATON,M,56
2018-0135,1,2018/12/18,2018,12,18,14:40:00,14,AVENIDA,BELGRANO AV.,1,Point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,M,80
2018-0136,1,2018/12/18,2018,12,18,15:42:00,15,AVENIDA,RIVADAVIA AV.,7,Point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,F,70
2018-0137,1,2018/12/18,2018,12,18,20:15:00,20,CALLE,"ALSINA, ADOLFO",1,Point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,29
2018-0138,1,2018/12/21,2018,12,21,09:30:00,9,CALLE,BERMUDEZ,10,Point (95944.83421152 100945.68379559),-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,F,79
2018-0139,1,2018/12/22,2018,12,22,06:30:00,6,CALLE,SANTANDER,7,Point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,M,28
2018-0140,1,2018/12/22,2018,12,22,8:05:00,8,CALLE,LANTERI JULIETA,1,Point (109469.86887005 101709.86665960),-58.36004650,-34.61381341,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,M,78
2018-0141,1,2018/12/22,2018,12,22,17:40:00,17,AVENIDA,MAZA,5,Point (104420.68512694 100931.98574919),-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,PEATON,M,75
2018-0142,1,2018/12/25,2018,12,25,13:30:00,13,GRAL PAZ,"PAZ, GRAL. AV.",12,Point (95716.93710226 106295.47905158),-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,32
2018-0143,1,2018/12/29,2018,12,29,05:25:00,5,AVENIDA,OLIVERA AV.,10,Point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,22
2019-0001,1,2019/01/08,2019,1,8,8:30:00,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,25
2019-0002,1,2019/01/09,2019,1,9,4:00:00,4,AVENIDA,CASTA?ARES AV.,7,Point (100794.20933352 97609.18063839),-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,M,32
2019-0003,1,2019/01/12,2019,1,12,8:00:00,8,AVENIDA,SAN MARTIN AV.,15,Point (97439.07314838 103559.40773606),-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,23
2019-0004,1,2019/01/14,2019,1,14,19:58:00,19,AVENIDA,"PERON, EVA AV.",9,Point (99087.21233087 97384.56622913),-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,M,71
2019-0005,1,2019/01/19,2019,1,19,12:00:00,12,AVENIDA,"JUSTO, JUAN B. AV.",10,Point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,M,43
2019-0006,1,2019/01/23,2019,1,23,5:45:00,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",14,Point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,PEATON,F,12
2019-0007,1,2019/01/26,2019,1,26,19:34:00,19,CALLE,"MITRE, BARTOLOME",5,Point (103153.61467028 102057.67908768),-58.42891604,-34.61071660,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,35
2019-0008,1,2019/01/30,2019,1,30,22:45:00,22,GRAL PAZ,"PAZ, GRAL. AV.",8,Point (98650.97430792 93088.91481914),-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,M,42
2019-0009,1,2019/01/31,2019,1,31,14:55:00,14,AVENIDA,CHACABUCO,1,Point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,34
2019-0010,2,2019/02/02,2019,2,2,7:50:00,7,AVENIDA,DEL LIBERTADOR AV.,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,M,SD
2019-0010,2,2019/02/02,2019,2,2,7:50:00,7,AVENIDA,DEL LIBERTADOR AV.,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,M,59
2019-0011,1,2019/02/10,2019,2,10,1:00:00,1,GRAL PAZ,"PAZ, GRAL. AV.",9,Point (94949.53051500 96309.49139706),-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO,PEATON,M,SD
2019-0012,1,2019/02/17,2019,2,17,3:16:00,3,AVENIDA,CASTA?ARES AV.,8,Point (98072.98959434 94742.80804806),-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,31
2019-0013,1,2019/02/20,2019,2,20,7:30:00,7,CALLE,SALVIGNY,7,Point (102701.07793891 98301.55899449),-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO,PEATON,M,39
2019-0014,1,2019/02/20,2019,2,20,17:30:00,17,CALLE,"LAMARCA, EMILIO",11,Point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,M,69
2019-0015,1,2019/02/23,2019,2,23,6:57:00,6,AVENIDA,SAN MARTIN AV.,11,Point (96988.34526261 103575.43345979),-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,M,21
2019-0016,1,2019/02/24,2019,2,24,2:00:00,2,CALLE,"CARRILLO, RAMON, DR.",4,Point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,M,40
2019-0017,1,2019/03/03,2019,3,3,7:00:00,7,CALLE,MEXICO,3,Point (105883.57359899 101434.40486977),-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,M,22
2019-0018,1,2019/03/03,2019,3,3,23:30:00,23,AUTOPISTA,"CANTILO, INT.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,PEATON,F,29
2019-0019,1,2019/03/06,2019,3,6,12:00:00,12,AVENIDA,DEL LIBERTADOR AV.,13,Point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,SD
2019-0020,1,2019/03/07,2019,3,7,21:01:00,21,AVENIDA,CHICLANA AV.,5,Point (104622.17042668 99282.25347815),-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,M,43
